Caminho do cliente;Última verificação;Estado dispositivo;Próximo estado do dispositivo;Fabricante;Modelo;Endereço IP;Número de série;Mac Address;Nome do dispositivo;Localização;Número do modelo;É cor;É duplex;Tecnologia do dispositivo;Tipologia do dispositivo;Data instalação;Localização;Firmware;Criado em;Modificado em;Está desligado;Nome do agente;Contador dispositivo;Total mono;Total cor;Total impressão;Total cópia;Total simples;Total duplex;Total <= A4;Total >= A3;Total impressão mono;Total impressão cor;Total cópia mono;Total cópia cor;Total fax;Total digitalização;Mono <= A4;Cor <= A4;Impressão <= A4;Cópia <= A4;Mono >= A3;Cor >= A3;Impressão >= A3;Cópia >= A3;Mono simples;Cor simples;Impressão simples;Cópia simples;Simples <= A4;Simples >= A3;Mono duplex;Cor duplex;Impressão duplex;Cópia duplex;Duplex <= A4;Duplex >= A3;Mono simples <= A4;Mono simples >= A3;Cor simples <= A4;Cor simples >= A3;Mono duplex <= A4;Mono duplex >= A3;Cor duplex <= A4;Cor duplex >= A3;Impressão mono <= A4;Impressão mono >= A3;Impressão cor <= A4;Impressão cor >= A3;Impressão mono simples;Impressão cor simples;Impressão simples <= A4;Impressão simples >= A3;Impressão mono duplex;Impressão cor duplex;Impressão duplex <= A4;Impressão duplex <= A4;Cópia mono <= A4;Cópia mono >= A3;Cópia cor <= A4;Cópia cor >= A3;Cópia mono simples;Cópia cor simples;Cópia simples <= A4;Cópia simples >= A3;Cópia mono duplex;Cópia cor duplex;Cópia duplex <= A4;Cópia duplex >= A3;Impressão <= A4 simples mono;Impressão <= A4 duplex mono;Impressão <= A4 simples cor;Impressão <= A4 duplex cor;Impressões >= A3 simples mono;Impressões >= A3 duplex mono;Impressões >= A3 simples cor;Impressões >= A3 duplex cor;Cópia <= A4 simples mono;Cópia <= A4 duplex mono;Cópia <= A4 simples cor;Cópia <= A4 duplex cor;Cópias >= A3 simples mono;Cópias >= A3 duplex mono;Cópias >= A3 simples cor;Cópias >= A3 duplex cor;Contador Canon 101;Contador Canon 102;Contador Canon 103;Contador Canon 104;Contador Canon 106;Contador Canon 108;Contador Canon 109;Contador Canon 112;Contador Canon 113;Contador Canon 122;Contador Canon 123;Contador Canon 124;Contador Canon 125;Contador Canon 405;Contador Canon 409;Contador Canon 501;Contador Canon 915;Contador Canon 916;Kyocera Nível 1;Kyocera Nível 2;Kyocera Nível 3;Revelador Preto Ricoh;Revelador Cor Ricoh;Contador Xerox nívek 1 de preto+cor;Contador Xerox nível 2 de cor;Contador Xerox nível 3 de cor;Nível do Toner Preto;Nível do Toner Ciano;Nível do Toner Magenta;Nível do Toner Amarelo;Kit Manutenção;Kit Transferência;Tambor Preto;Tambor Ciano;Tambor Magenta;Tambor Amarelo;Revelador Preto;Revelador Ciano;Revelador Magenta;Revelador Amarelo;Desperdício Preto;Desperdício Ciano;Desperdício Magenta;Desperdício Amarelo;Unidade Agrafos;Unidade Fusor;Tela de Transferência;Unidade da Tela de Transferência;Removedor de Pó de Papel;Filtro Ozono;Painel frontal;Alerta;HP Impressão Accent;HP Cópia Accent;HP Fax Accent;HP Impressão Escritório;HP Cópia Escritório;HP Impressão Profissional;HP Cópia Profissional;HP ciclo do motor;HP ciclo do motor de cor;HP ciclo do motor mono;Business Color;Graphics Color;Highlight Color;Ricoh Color Coverage 1;Ricoh Color Coverage 2;Ricoh Color Coverage 3;Contador Canon 114;Contador Canon 964;Contador Canon 965;Unidade Laser;Descrição do cartucho preto;Número de série do cartucho preto;Descrição do cartucho ciano;Número de série do cartucho ciano;Descrição do cartucho magenta;Número de série do cartucho magenta;Descrição do cartucho amarelo;Número de série do cartucho amarelo;Marianne;Conexão elétrica (h);Modo de suspensão (h);Modo de poupança de energia (h);Modo de funcionamento (h);Consumo de energia (kWh);Emissão de CO2 (kg);Total outro mono;Total outro cor;Contador Canon 502;Uso papel (m2);Uso papel (ft2);Uso total de tinta (ml);Cartucho preto usado;Cartucho ciano usado;Cartucho amarelo usado;Cartucho magenta usado;Marianne Impressão;Marianne Cópia
BIM->BIM;2020/03/05 11:46:50;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.109.114;VM48Y15036;00:17:C8:6D:64:85;KM6D6485;DCS2 -Marracuene;;Não;Sim;Laser;Impressora;;DCS2 -Marracuene;2T6_S000.002.302;2019/06/18 17:38:39;2020/03/05 11:08:46;Não;BIM;11837;11837;;;;11741;96;11837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/22 08:27:08;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.111.173;VM48Z16065;00:17:C8:6D:93:74;KM6D9374;DCS1 -Eduardo Mondlane   2;;Não;Sim;Laser;Impressora;;DCS1 -Eduardo Mondlane   2;2T6_S000.002.302;2019/05/17 17:35:28;2020/02/22 08:04:37;Não;BIM;383;383;;;;383;;383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;;;;;;;;;;;;;;;;;;;;;;;;"Coloque papel no cassete 1.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:38;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.105.76;VM48Z16237;00:17:C8:6D:86:9C;KM6D869C;DCC -MBIM Muxungue;;Não;Sim;Laser;Impressora;;DCC -MBIM Muxungue;2T6_S000.002.028;2019/06/18 17:38:55;2020/03/05 11:16:43;Não;BIM;20489;20489;;;;20489;;20489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:02;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.106.140;VM48Y13616;00:17:C8:6D:37:9F;KM6D379F;DCS2 -Quissico;;Não;Sim;Laser;Impressora;;DCS2 -Quissico;2T6_S000.002.302;2019/06/20 23:37:10;2020/03/05 11:18:30;Não;BIM;29063;29063;;;;27299;1764;29063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:54:40;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.98.4;R4Z8X08827;00:17:C8:6C:A5:7E;PBMZ0BBX04;PRT -Prestige Cuamba;;Não;Sim;Laser;Multifunções;;PRT -Prestige Cuamba;2TF_S000.001.349;2019/05/23 21:30:24;2020/03/05 11:21:21;Não;BIM;6094;6094;;5029;1065;4352;1742;6094;;5029;;1065;;;2237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:55;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.236;VM48Z16936;00:17:C8:6D:98:8A;KM6D988A;DCN -Namutequeliua;;Não;Sim;Laser;Impressora;;DCN -Namutequeliua;2T6_S000.002.028;2019/06/17 20:08:00;2020/03/05 11:16:51;Não;BIM;715;715;;;;673;42;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;;;;;;;;;;;;;;;;;"Pronta para imprimir.";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:20;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.107.51;VM48Y14828;00:17:C8:6D:3E:71;KM6D3E71;DCS1 -Chokwe;;Não;Sim;Laser;Impressora;;DCS1 -Chokwe;2T6_S000.002.302;2019/06/10 13:30:12;2020/03/05 11:14:43;Não;BIM;13062;13062;;;;12444;618;13062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:52:17;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.166.30.5;VM48Y15484;00:17:C8:6D:66:3B;KM6D663B;443-DO -DTC -Compensacao Recebid;;Não;Sim;Laser;Impressora;;443-DO -DTC -Compensacao Recebid;2T6_S000.002.302;2019/09/09 20:39:35;2020/03/05 11:17:26;Não;BIM;25491;25491;;;;25167;324;25491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:34;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.102.157;VM48Y13371;00:17:C8:6D:37:10;KM6D3710;DCCI -Luenha -Changara;;Não;Sim;Laser;Impressora;;DCCI -Luenha -Changara;2T6_S000.002.028;2019/06/14 09:04:56;2020/03/05 11:19:48;Não;BIM;18689;18689;;;;18689;;18689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:29;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.97.49;VM48Y15460;00:17:C8:6D:66:63;KM6D6663;DCN -Pemba;;Não;Sim;Laser;Impressora;;DCN -Pemba;2T6_S000.002.028;2019/05/17 13:03:55;2020/03/05 11:08:13;Não;BIM;31860;31860;;;;30339;1521;31860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:48:34;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.99.59;R4Z8X09227;00:17:C8:6C:A6:9A;PBMZ0ZCX01;DCC -Milange;;Não;Sim;Laser;Multifunções;;DCC -Milange;2TF_S000.002.201;2019/05/16 17:48:41;2020/03/05 11:12:01;Não;BIM;74621;74621;;36653;37968;68540;6081;74621;;36653;;37968;;;81646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/02/10 13:30:05;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.97.117;VM48Z16234;00:17:C8:6D:94:17;KM6D9417;PRP -Pemba Prestige;;Não;Sim;Laser;Impressora;;PRP -Pemba Prestige;2T6_S000.002.028;2019/05/17 17:03:07;2020/02/10 12:48:28;Não;BIM;11217;11217;;;;11214;3;11217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2019/11/05 07:29:08;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.101.37;VM49123075;00:17:C8:6E:B8:C3;KM6EB8C3;DCN -Muahivire;;Não;Sim;Laser;Impressora;;DCN -Muahivire;2T6_S000.002.028;2019/08/16 14:16:08;2019/11/05 06:48:52;Não;BIM;7;7;;;;7;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:29;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.108.89;VM48Y15541;00:17:C8:6D:83:2C;KM6D832C;;;Não;Sim;Laser;Impressora;;;2T6_S000.002.302;2019/10/01 13:54:53;2020/03/05 11:16:26;Não;BIM;17536;17536;;;;17422;114;17536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:31;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.108.241;R4Z8604049;00:17:C8:69:37:0E;PBMZFPMEX01;DCS1 -Bairro Jardim;;Não;Sim;Laser;Multifunções;;DCS1 -Bairro Jardim;2TF_S000.002.201;2019/03/01 14:17:33;2020/03/05 11:08:16;Não;BIM;73954;73954;;39269;34685;63306;10648;73954;;39269;;34685;;;104653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;"Processando";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 04:32:36;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.99.148;VM48Y14688;00:17:C8:6D:44:4E;KM6D444E;DCC -Tesour Interm Quelimane;;Não;Sim;Laser;Impressora;;DCC -Tesour Interm Quelimane;2T6_S000.002.302;2019/05/17 16:16:11;2020/03/05 03:47:13;Não;BIM;16889;16889;;;;16889;;16889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:16;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.111.153;VM48Y15416;00:17:C8:6D:64:44;KM6D6444;DCS2 -Avenida Angola;;Não;Sim;Laser;Impressora;;DCS2 -Avenida Angola;2T6_S000.002.302;2019/04/29 23:01:45;2020/03/05 11:14:31;Não;BIM;15438;15438;;;;14513;925;15438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:04;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.99.27;R4Z8X09008;00:17:C8:6C:AF:4F;PBMZ0ZBX01;DCC -Gurue;;Não;Sim;Laser;Multifunções;;DCC -Gurue;2TF_S000.002.201;2019/04/30 11:48:13;2020/03/05 11:18:34;Não;BIM;83965;83966;;64853;19112;58391;25575;83966;;64853;;19112;;;66770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:47:28;Gerir;Gerir;Ricoh;Aficio MP 201;10.164.107.145;W3019203366;00:26:73:28:4A:75;RNP284A75;DCS1 -XAI -XAI;;Não;Sim;Laser;Multifunções;;DCS1 -XAI -XAI;1.03;2017/04/26 10:26:14;2020/03/05 11:10:10;Não;BIM;146721;146721;;104903;38727;;31388;;;104903;;38727;;3091;38647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;"Pronto";"Substituir PCU{30401}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:54:27;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.108.113;R4Z8603987;00:17:C8:68:EB:9F;PBMZFPMAX01;DCS1 -Assembleia Republica;;Não;Sim;Laser;Multifunções;;DCS1 -Assembleia Republica;2TF_S000.002.201;2019/05/24 14:07:44;2020/03/05 11:21:01;Não;BIM;72470;72470;;47951;24519;63640;8830;72470;;47951;;24519;;;65240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;"Processando";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:53:45;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.160.48.66;LS68149161;00:17:C8:58:6C:09;PEMZSE05D01;SIM --Expedicao;;Não;Sim;Laser;Multifunções;;SIM --Expedicao;2P0_2000.007.124;2018/06/20 16:07:16;2020/03/05 11:20:01;Não;BIM;64821;64821;;55977;8844;48287;16534;64821;;55977;;8844;;;13097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;"Sleeping";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:50:19;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.100.90;VM48Z16497;00:17:C8:6D:99:98;KM6D9998;DCN - Nacala Cidade Alta;;Não;Sim;Laser;Impressora;;DCN - Nacala Cidade Alta;2T6_S000.002.028;2019/09/10 14:55:07;2020/03/05 11:14:40;Não;BIM;6013;6013;;;;4763;1250;6013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:57;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.164.111.226;LS68149089;00:17:C8:58:64:19;PBMZFPMAU02;PRP -24 De Julho Prestige;;Não;Sim;Laser;Multifunções;;PRP -24 De Julho Prestige;2P0_2000.007.124;2018/10/26 13:01:53;2020/03/05 11:07:21;Não;BIM;27715;27715;;22367;5348;16253;11462;27715;;22367;;5348;;;21296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;"Sleeping";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:49:41;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.165.168.23;VM49123424;00:17:C8:6E:C1:33;KM6EC133;DCS2 -Homoine;;Não;Sim;Laser;Impressora;;DCS2 -Homoine;2T6_S000.002.028;2019/06/27 07:11:04;2020/03/05 11:13:07;Não;BIM;8905;8905;;;;8377;528;8905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:45:56;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.104.138;VM48Y14370;00:17:C8:6D:43:11;KM6D4311;DCC -Maquinino;;Não;Sim;Laser;Impressora;;DCC -Maquinino;2T6_S000.002.028;2019/06/17 11:25:33;2020/03/05 11:07:20;Não;BIM;9086;9086;;;;9084;2;9086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:46:54;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.109.107;R4Z8X08810;00:17:C8:6C:A5:62;PBMZ0PDX01;DCS1 -Manhica;;Não;Sim;Laser;Multifunções;;DCS1 -Manhica;2TF_S000.002.201;2019/05/21 13:21:38;2020/03/05 11:09:01;Não;BIM;122758;122758;;79236;43522;85251;37507;122758;;79236;;43522;;;126780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:51:30;Gerir;Gerir;Kyocera;ECOSYS P3045dn;10.164.112.200;VM48Y15750;00:17:C8:6D:77:82;KM6D7782;DCS2 -Machava Av Das Industrias;;Não;Sim;Laser;Impressora;;DCS2 -Machava Av Das Industrias;2T6_S000.002.302;2019/05/17 16:11:49;2020/03/05 11:16:28;Não;BIM;21982;21982;;;;21972;10;21982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:47:16;Gerir;Gerir;Kyocera;ECOSYS M3040dn;10.160.48.85;LS68149125;00:17:C8:58:65:68;PEMZSE12D04;DSF -DIR Seguranca Fisica;;Não;Sim;Laser;Multifunções;;DSF -DIR Seguranca Fisica;2P0_2000.007.124;2018/05/28 10:06:56;2020/03/05 11:09:37;Não;BIM;11886;11886;;10472;1414;4711;7175;11886;;10472;;1414;;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;;;;;;;;;;;;;;;;;;;;;;;;"Sleeping";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/04 05:50:30;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.99.76;R4Z8X08907;00:17:C8:6C:A5:FD;PBMZ0ZDX02;DCC - MOCUBA;;Não;Sim;Laser;Multifunções;;DCC - MOCUBA;2TF_S000.002.201;2019/04/29 23:02:25;2020/03/04 05:02:41;Não;BIM;29743;29743;;20951;8792;28596;1147;29743;;20951;;8792;;;22898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:47:03;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.104.18;R4Z8X08774;00:17:C8:6C:A5:2A;PBMZ0SHT02;PRT -Beira Club Prestige;;Não;Sim;Laser;Multifunções;;PRT -Beira Club Prestige;2TF_S000.002.201;2019/05/23 21:35:38;2020/03/05 11:09:15;Não;BIM;83300;83300;;64831;18469;52534;30766;83300;;64831;;18469;;;51916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIM->BIM;2020/03/05 11:47:24;Gerir;Gerir;Kyocera;ECOSYS M3145dn;10.164.100.35;R4Z8X09014;00:17:C8:6C:A7:0A;PBMZ0NBX01;DCN-LIMOEIROS NAMPULA;;Não;Sim;Laser;Multifunções;;DCN-LIMOEIROS NAMPULA;2TF_S000.001.349;2019/05/16 17:54:34;2020/03/05 11:09:56;Não;BIM;41139;41139;;34139;7000;10868;30271;41139;;34139;;7000;;;15924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;;;;;;;;;;;;;;;;;;;;;;;;"Em espera...  ";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
